FILTROS;;;;;;;
;136 Registros;;;;;;
0450;09/2025-67903807000105;6F4FCDA09B1A8BC4646B04C6703A4B20;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;17;11 - I.C.M.S.: ISENTO DO ICMS DE ACORDO ART.8 E ANEXO I, TABELA I, ITEM 21 - IX, REF.AOS ITENS DE SIT.TRIB.040 DECLARACAO DE TRANSACAO COMERCIAL. 13 - I.C.M.S.: ISENTO DO ICMS DE ACORDO ART.8 E ANEXO I,TABELA I,ITEM 21-IX,REF.AOS ITENS DE SIT.TRIB.040 16;
0450;09/2025-67903807000105;98726D8408EAEA3F066EE33995BEDDB2;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;18;MD-5:94DBB831B0F3C67A412EAC4010EC561F Produto c/aliquota 0 p/PIS e COFINSMD-5:94DBB831B0F3C67A412EAC4010EC561F Produto c/aliquota 0 p/PIS e COFINS.;
0450;09/2025-67903807000105;6E999F75A3EF2F464F7EBAB0E276F903;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;19;Isento de ICMS nos termos do art. 36, anexo I - Aprovado pelo Decreto 45.490/2000.;
0450;09/2025-67903807000105;48FB0B6F5F5E11D92D538C1AA15D741F;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;20;DOCUMENTO EMITIDO POR ME OU EPP OPTANTE PELO SIMPLES NACIONAL II NÃO GERA DIREITO A CRÉDITO FISCAL DE IPI. PERMITE APROVEITAMENTO DO CRÉDITO DE ICMS NO VALOR R$7,77 CORRESPONDENTE A ALÍQUOTA DE 2,33% NOS TERMOS DO ART.23 DO LC 123/2006.;
0450;09/2025-67903807000105;7133663986D00A2CE7E8E1942D5D4679;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;21;Pedido: 077557 - Representante: 2F REPRESENTACAO & COMERCIALIZACAO;
0450;09/2025-67903807000105;40ACA3A124DCA72D0BD5D53CF3DCFB50;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;22;0093386016;
0450;09/2025-67903807000105;8C4E8F59535F637FA565628398695BDD;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;23;0093402848;
0450;09/2025-67903807000105;56A14E0939E514EBB150AB936BC82516;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;24;ICMS RETIDO NA FONTE POR SUBST. TRIBUTARIA COM BASE: 2.011,16 E VALOR: 226,53;
0450;09/2025-67903807000105;4C509245B3F72E360239394BA8B9C017;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;25;REDUCAO DE ALIQUOTA ZERO PIS/PASEP/COFINS CONFORME ARTIGO 28, INC III LEI 10865/2004,ISENTO DE ICMS CONFORME ARTIGO 36 ANEXO I, INCISO V DO DECRETO 45.490/2000 DO RICMS/SP.,RECLAMACAO SERA ACEITA SOMENTE NO PRAZO DE 48 HORAS APOS CHEGADA DO PRODUTO;
0450;09/2025-67903807000105;CCA83EEAB16079363EDE7B73AF037A05;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;26;Vlr. aprox. trib. conf. tab. IBPTax v 23.1.D;
0450;09/2025-67903807000105;89953F44F498B64FD011AFE3079B45CE;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;27;ICMS recolhido anteriormente por substituicao tributaria - art. 274 do RICMS-SP. .:: SUPERMERCADO ::. Devolucao somente com autorizacao.Razao Social: SACOLAO CAMPOS ELISEOS.  Canal do Cliente: CANAL ALIMENTAR Imposto Recolhido por Substituicao - Contemp;
0450;09/2025-67903807000105;6BA6D213FBF75FC2C5EB6E1403D0222A;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;28;Base de calculo reduzida, produto da cesta basica conforme o RICMS/SP, Anexo II, art. 3.BASE DE CALCULO REDUZIDA CONFORME ART. 39 ANEXO II DO RICMS/SP.Devolucao somente com autorizacao.Razao Social: SACOLAO CAMPOS ELISEOS.  Canal do Cliente: CANAL VERDE;
0450;09/2025-67903807000105;21B9E98ED597DC060BD6D65418735D29;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;29;ICMS ISENTO CONFORME O ARTIGO 36 DO ANEXO I DO RICMS/SP;
0450;09/2025-67903807000105;596FE88B06E3F4AC96F86292E2A858EB;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;30;Isento de ICMS conforme artigo 8. e anexo I, artigo 36 do RICMS/2000;
0450;09/2025-67903807000105;5D80AC43793394FB9AA5ADB2D93BA1E5;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;31;Isento de ICMS conforme artigo 8 e anexo I, artigo 36 do RICMS/2000/Base de calculo reduzida em 33,33% conforme artigo 8 do RICMS/SP e anexo I artigo 39 (prod. alimentos) do RiCMS/SP;
0450;09/2025-67903807000105;030C716B7421E92FD074E86E98FDD51F;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;32;Reducao base de calculo 66,67% conf art 39, cap 21, item XIV do anexo II do RICMS/SP  Subst Trib Art 313W RICMS/SP NCM 1905.90.90 IVA 41,07% Reducao da Base em 41,67% Conf Anexo II, Art. 3, Inciso XIV do RICMS/SP -  Subst Trib Art 313W RICMS/SP NCM 1905;
0450;09/2025-67903807000105;B75656AC9049AAA463761C1C2688105D;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;33;VALOR DOS TRIBUTOS ESTADUAIS: R$ 30.47  VALOR DOS TRIBUTOS FEDERAIS: R$ 14.27DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO PARA ENVIO DE ARQUIVOS XML. E-MAIL: xml.homologacao@vigor.com.brBASE DE CALCULO REDUZIDA CONF.;
0450;09/2025-67903807000105;16E5B77F937498A5152C9B0404790BB9;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;34;NAO SE APLICA A SUBSTITUICAO TRIBUTARIA CONF. ART 264, INC IV DO RICMS/00.VALOR DOS TRIBUTOS ESTADUAIS: R$ 1.02DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO PARA ENVIO DE ARQUIVOS XML. E-MAIL: xml.homologacao@vigor.co;
0450;09/2025-67903807000105;3CE7DE6DE1984522083B5C14D8557FE0;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;35;NAO SE APLICA A SUBSTITUICAO TRIBUTARIA CONF. ART 264, INC IV DO RICMS/00.CST           TOTAL   ICMS(%)020          212,71    18,00VALOR DOS TRIBUTOS ESTADUAIS: R$ 201.37DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO P;
0450;09/2025-67903807000105;9C6D306FBD30891479B373C280B28D81;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;36;CST           TOTAL   ICMS(%)060          334,06     0,00VALOR DA BASE DE CALCULO: 206.16 - VALOR DO ICMS ST: 13.19DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO PARA ENVIO DE ARQUIVOS XML. E-MAIL: xml.homologacao@vigo;
0450;09/2025-67903807000105;E8C5DA697C7880D93A3F5181AB1A9830;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;37;DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO PARA ENVIO DE ARQUIVOS XML. E-MAIL: xml.homologacao@vigor.com.brICMS/ST RECOLHIDO ANTECIPADO, ARTIGO 313W DO RICMS/SP.VALOR DA BASE DE CALCULO: 4,251.31 - VALOR DO ICMS ST:;
0450;09/2025-67903807000105;4F6DD27F95270B9325EA5186D92164FA;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;38;VALOR DOS TRIBUTOS ESTADUAIS: R$ 72.90DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO PARA ENVIO DE ARQUIVOS XML. E-MAIL: xml.homologacao@vigor.com.brBASE DE CALCULO REDUZIDA CONF. ART 39  INC II DO ANEXO II DO RICMS/00;
0450;09/2025-67903807000105;D01C440ED4BB5DF18D8446FADD5244AB;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;39;ICMS/ST RECOLHIDO ANTECIPADO, ARTIGO 313W DO RICMS/SP.CST           TOTAL   ICMS(%)060           71,12     0,00DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO PARA ENVIO DE ARQUIVOS XML. E-MAIL: xml.homologacao@vigor.co;
0450;09/2025-67903807000105;B9F074D22E438756313752816B18D9BA;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;40;CST           TOTAL   ICMS(%)060          406,91     0,00DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO PARA ENVIO DE ARQUIVOS XML. E-MAIL: xml.homologacao@vigor.com.brNAO INCIDENCIA DO ICMS CONFORME ACORDO PROFERIDO N;
0450;09/2025-67903807000105;5E020444A7168C8F59FB05957764C541;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;41;NAO SE APLICA A SUBSTITUICAO TRIBUTARIA CONF. ART 264, INC IV DO RICMS/00.CST           TOTAL   ICMS(%)020        1.150,64    18,00VALOR DOS TRIBUTOS ESTADUAIS: R$ 138.07DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO P;
0450;09/2025-67903807000105;A3E278AA51F1F035736ABCE0B968871C;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;42;NAO SE APLICA A SUBSTITUICAO TRIBUTARIA CONF. ART 264, INC IV DO RICMS/00.CST           TOTAL   ICMS(%)020        2.408,40    18,00VALOR DOS TRIBUTOS ESTADUAIS: R$ 289.01DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO P;
0450;09/2025-67903807000105;A8061CCF15FD4F7CA0D255C6B2902782;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;43;DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO PARA ENVIO DE ARQUIVOS XML. E-MAIL: xml.homologacao@vigor.com.brNAO INCIDENCIA DO ICMS CONFORME ACORDO PROFERIDO NOS AUTOS DA ACAO DECLARATORIA N 1020765-88.2015.8.26.0053.;
0450;09/2025-67903807000105;5006B5DB8108E2C936531E23450B5F87;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;44;NAO SE APLICA A SUBSTITUICAO TRIBUTARIA CONF. ART 264, INC IV DO RICMS/00.CST           TOTAL   ICMS(%)020          899,60    18,00VALOR DOS TRIBUTOS ESTADUAIS: R$ 107.95DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO P;
0450;09/2025-67903807000105;4A7FC64DE4EA396F8F3D62BB0D1B13F0;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;45;VALOR DOS TRIBUTOS ESTADUAIS: R$ 103.20  VALOR DOS TRIBUTOS FEDERAIS: R$ 70.33DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO PARA ENVIO DE ARQUIVOS XML. E-MAIL: xml.homologacao@vigor.com.brREDUCAO DE 33.3333% (CONFORME;
0450;09/2025-67903807000105;B031829AB2B29E721816D662E612ABE6;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;46;CST           TOTAL   ICMS(%)060          337,44     0,00DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO PARA ENVIO DE ARQUIVOS XML. E-MAIL: xml.homologacao@vigor.com.brNAO INCIDENCIA DO ICMS CONFORME ACORDO PROFERIDO N;
0450;09/2025-67903807000105;14F961441C7C8152C75343693A54056E;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;47;DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO PARA ENVIO DE ARQUIVOS XML. E-MAIL: xml.homologacao@vigor.com.brCST           TOTAL   ICMS(%)060        2.660,49     0,00ICMS/ST RECOLHIDO ANTECIPADO, ARTIGO 313W DO RICMS;
0450;09/2025-67903807000105;EF54360B5CEA83F46DAC9F8CCA8C326A;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;48;CST           TOTAL   ICMS(%)060          380,07     0,00DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO PARA ENVIO DE ARQUIVOS XML. E-MAIL: xml.homologacao@vigor.com.brNAO INCIDENCIA DO ICMS CONFORME ACORDO PROFERIDO N;
0450;09/2025-67903807000105;34E698C075F9AA40BF15B873C7F31AA2;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;49;CST           TOTAL   ICMS(%)060          496,80     0,00ICMS/ST RECOLHIDO ANTECIPADO, ARTIGO 313W DO RICMS/SP.VALOR DA BASE DE CALCULO: 343.58 - VALOR DO ICMS ST: 25.73VALOR DOS TRIBUTOS FEDERAIS: R$ 58.95DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas;
0450;09/2025-67903807000105;341FE27D54C1FE1EA9E1F6229F251C1F;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;50;CST           TOTAL   ICMS(%)060          124,20     0,00VALOR DOS TRIBUTOS FEDERAIS: R$ 1.80DUVIDAS TRIBUTARIAS, ENVIAR E-MAIL PARA duvidas.tributarias@vigor.com.br ENDERECO PARA ENVIO DE ARQUIVOS XML. E-MAIL: xml.homologacao@vigor.com.brNAO INCIDENCIA;
0450;09/2025-67903807000105;A2D9770F49B2FE443D1AFC4028B64E6F;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;51;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &841970.00&;
0450;09/2025-67903807000105;66584D924438FA5B02879B2B3D9F723C;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;52;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &2920.00&2942.87&2932.68&8577119.43&;
0450;09/2025-67903807000105;433937F3014D77FDF03EA876FFA595FE;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;53;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &841940.00&;
0450;09/2025-67903807000105;5C090249B61A1D07BE2344257C0E4628;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;54;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &1500.00&9251.61&91216.02&32733.35&;
0450;09/2025-67903807000105;5944AD426E245140999F57B012C878D3;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;55;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &841940.00&82372.85&;
0450;09/2025-67903807000105;0C4042CD45741DA73A39BD66EAC8F94E;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;56;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &841940.00&82314.50&;
0450;09/2025-67903807000105;903CA53BAC429685F2A25BADCAFD0CA5;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;57;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &841990.00&91234.50&31037.81&;
0450;09/2025-67903807000105;809E8473A86FF0F7AD301AD4038D9342;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;58;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &857710.00&;
0450;09/2025-67903807000105;52B312E3620C398EA363C1BFFD1B68C7;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;59;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &1500.00&823142.14&;
0450;09/2025-67903807000105;4F7574BDD5B73D4BDE697571C718F394;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;60;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &1520.00&;
0450;09/2025-67903807000105;CACED76D332AB2E945D5EA8CAA3B26C3;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;61;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &2900.00&841996.52&;
0450;09/2025-67903807000105;8AF66ECF763010B1A7FCA6E05136B7FB;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;62;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &2920.00&2932.74&2942.78&;
0450;09/2025-67903807000105;0BE91DE5F6D76F9D405B1BF83986A13A;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;63;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &3100.00&;
0450;09/2025-67903807000105;FAB5924F0BAD0006F4C08E2C39B9B6B4;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;64;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &9410.00&13317.36&;
0450;09/2025-67903807000105;DABFCFA9711288ED703CEC618BDA3809;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;65;Documento emitido por ME ou EPP optante pelo simples nacional, não gera direito a crédito de ISS e IPI, conforme termos do Art.23 da LC 123/2006. Permite o aproveitamento de crédito de ICMS no valor de R$ 0,00 correspondente a alíquota de 1,25%;
0450;09/2025-67903807000105;5AF7C5A7BF71352F95EDD33D4F92091A;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;66;Imposto Recolhido por Substituicao - Artigo 274 do RICMS (Lei 6.374/89, art.67,Paragrafo 1o., e Ajuste SINIEF-4/93,clausa terceira, na redacao do Ajuste SINIEF-1/94) &5100.0100.00& Prod.5100.010 Bs.ST: R$36.29. ST: R$3.27. ICMS: R$3.26.;
0450;09/2025-67903807000105;F4595D0BC5FBF36850C24529DB6FC5AD;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;67;EX. 01 - PRE-MISTURAS PROPRIAS PARA FABRICACAO DE PAO DO TIPO COMUM;
0450;09/2025-67903807000105;6E23D5E0D74B6FF48A29C649EDEC3CDA;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;68;BASE RED.33.33% CONFORME ANEXO II ARTIGO 39 - LEI 6.374/89 DECRETO 49.113/2004 EX. 01 - PRE-MISTURAS PROPRIAS PARA FABRICACAO DE PAO DO TIPO COMUM;
0450;09/2025-67903807000105;DD705A8815089F6E271C77144FB81EB8;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;69;EMPRESA OPTANTE PELO SIMPLES NACIONAL CONFORME LC 123/2006  PERMITE O APROVEITAMENTO DE CREDITO DE ICMS CORRESPONDENTE A ALIQUOTA DE 2,62% NOS TERMOS DO ARTIGO 23 DA LC 123.;
0450;09/2025-67903807000105;FF4350211802D54BC0DC85198B54DEB3;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;70;/ Imp.Rec. por Subst. nos termos do Art.313 do RICMS /;
0450;09/2025-67903807000105;DFFA8C19BEEC3888226BA0C70BEBF126;B847AF404930F95299EFE7E99FFC813B;DD499A78358AA062290DF8F593B9360C;71;PERMITE O APROVEITAMENTO DO CREDITO DE ICMS NO VALOR CORRESPONDENTE DE 3,31%, NOS TERMOS DO ART.23 DA LEI COMPLEMENTAR N 123, DE 2006. (LEI COMPLEMENTAR N 123, DE 2006, ART.23, Â§Â§ 1, 2 E 6, ART.26, Â§ I E Â§ 4);
